newspaper,year,month,day,page,article,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__abomentions,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__nonabospeeches,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__misc,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__control,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__abomentions,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__nonabospeeches,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__misc,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__control,"bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__abomentions","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__nonabospeeches","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__misc","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__control","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__abomentions","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__nonabospeeches","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__misc","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__control"
DNLN,1847,07,10,0002,002,32.192257,66.624918,0.782517,0.400308,48.061740,51.522416,0.000000,0.415844,0.179098,99.820901,0.000000,0.000001,63.710624,29.782960,0.007255,6.499161
DNLN,1847,07,22,0004,017,0.035735,50.141325,0.000137,49.822802,98.764804,1.209097,0.000000,0.026098,0.048616,24.425176,0.000000,75.526207,0.004587,0.003692,0.000001,99.991720
DNLN,1847,07,29,0003,005,0.710756,44.774123,0.452850,54.062271,46.891364,46.759215,3.272796,3.076625,0.000000,0.000000,100.000000,0.000000,0.060327,0.015253,0.228529,99.695891
DNLN,1847,07,31,0001,001,0.016819,48.463176,0.000129,51.519876,53.981371,44.158675,0.000004,1.859949,0.000343,4.127086,0.000000,95.872571,0.000248,0.005290,0.000001,99.994461
DNLN,1847,08,02,0001,001,0.651083,15.704163,0.005209,83.639546,53.163120,8.214327,0.003986,38.618566,0.000000,0.000000,0.000000,100.000000,0.006645,0.000561,0.000700,99.992094
DNLN,1847,08,04,0001,002,4.443599,95.124011,0.397851,0.034538,98.418522,1.516660,0.000019,0.064800,5.543383,94.456617,0.000000,0.000000,98.523048,0.113803,0.197947,1.165201
DNLN,1847,08,12,0001,002,50.355611,49.393616,0.220119,0.030655,1.382572,98.352215,0.000000,0.265214,0.051206,99.948781,0.000000,0.000013,8.335903,32.288410,0.000195,59.375491
DNLN,1847,08,21,0001,001,0.405753,36.961698,0.006779,62.625770,8.921634,67.464196,0.000694,23.613476,0.000003,0.000000,72.900313,27.099683,0.003507,0.000570,0.000063,99.995861
DNLN,1847,08,24,0001,002,0.321204,98.158428,0.020051,1.500317,18.388080,81.611873,0.000000,0.000047,0.177534,99.813973,0.000000,0.008493,71.544686,15.451708,0.013680,12.989926
DNLN,1847,09,14,0002,003,80.203323,18.692106,0.607242,0.497329,0.023571,78.505455,0.000000,21.470974,0.462458,96.392634,0.000000,3.144909,0.000846,0.019702,0.000000,99.979452
DNLN,1847,09,15,0001,002,99.921088,0.021088,0.057647,0.000177,36.412799,63.549248,0.000000,0.037953,31.908885,68.091114,0.000000,0.000000,99.858011,0.109256,0.011521,0.021213
DNLN,1847,09,21,0003,012,9.523522,89.796034,0.016777,0.663667,0.150413,99.844950,0.000000,0.004637,95.000140,4.999230,0.000000,0.000630,5.630221,73.694145,0.002188,20.673446
DNLN,1847,09,23,0001,002,1.463830,93.500448,0.022136,5.013587,0.060080,34.125830,0.000000,65.814090,59.655758,40.319536,0.000000,0.024706,0.010799,0.052622,0.000051,99.936529
DNLN,1847,09,24,0003,008,6.128509,88.499143,0.047537,5.324811,8.712773,81.098515,0.000176,10.188537,99.754317,0.245109,0.000000,0.000574,4.421889,77.057325,0.006940,18.513846
DNLN,1847,10,19,0002,004,96.540341,3.314182,0.069938,0.075539,0.463698,99.063445,0.000000,0.472857,15.870164,84.127641,0.000000,0.002195,2.034942,0.262724,0.000407,97.701927
DNLN,1847,10,22,0002,005,95.265862,4.079995,0.653762,0.000381,0.038067,99.819476,0.000000,0.142458,82.478736,17.521263,0.000000,0.000001,79.563520,20.111845,0.160677,0.163958
DNLN,1847,10,22,0002,004,0.203352,90.890352,0.005193,8.901103,55.870480,43.229748,0.000000,0.899772,1.339692,98.560071,0.000000,0.100236,0.003789,0.137150,0.000013,99.859048
DNLN,1847,10,27,0002,006,60.523160,6.585536,32.543738,0.347566,77.025976,22.901074,0.000000,0.072950,96.271870,3.728130,0.000000,0.000000,74.342336,17.502400,0.004750,8.150514
DNLN,1847,10,29,0001,002,59.066480,25.217258,0.325154,15.391107,0.046828,72.212734,0.000000,27.740438,5.285225,94.688261,0.000000,0.026513,0.006403,0.018438,0.000002,99.975156
DNLN,1847,10,29,0001,001,0.178781,40.952279,0.001312,58.867629,58.721809,39.896109,0.000000,1.382082,0.000012,3.158027,0.000000,96.841961,0.000645,0.005902,0.000000,99.993453
DNLN,1847,11,02,0001,002,97.098775,0.026450,2.874774,0.000001,0.002604,98.600456,0.000000,1.396941,0.251164,99.748836,0.000000,0.000000,57.894938,42.102915,0.001548,0.000599
DNLN,1847,11,09,0001,002,0.798020,96.915519,0.000701,2.285760,99.146732,0.853205,0.000042,0.000021,38.412764,61.587167,0.000000,0.000069,25.978115,31.128231,0.037380,42.856274
DNLN,1847,11,09,0003,010,10.655801,54.498937,0.042240,34.803021,0.163831,81.143681,0.000000,18.692488,70.019118,29.980836,0.000000,0.000046,0.000799,0.015824,0.000000,99.983377
DNLN,1847,11,12,0002,003,66.660689,33.110786,0.228491,0.000034,4.767183,95.226027,0.000000,0.006790,0.125603,99.874397,0.000000,0.000000,51.426769,44.443129,0.017451,4.112651
DNLN,1847,11,16,0002,003,6.710566,88.669836,1.732847,2.886751,56.839773,43.155286,0.000000,0.004941,12.482899,87.516778,0.000000,0.000323,21.972441,2.557588,0.005037,75.464935
DNLN,1847,11,24,0002,002,0.507149,91.542922,0.003666,7.946263,21.907836,77.858420,0.094742,0.139002,0.000000,0.000000,100.000000,0.000000,31.926047,3.048360,0.839700,64.185893
DNLN,1847,11,24,0001,001,0.047077,74.375046,0.000403,25.577475,0.282672,69.780246,0.000000,29.937082,0.000000,0.000000,74.355415,25.644585,0.000003,0.002293,0.000000,99.997704
DNLN,1847,11,25,0002,002,5.068590,91.248658,0.120214,3.562538,1.677264,98.320982,0.000024,0.001730,0.000000,0.000000,100.000000,0.000000,6.227596,9.546292,0.232911,83.993201
DNLN,1847,11,30,0001,002,0.101677,9.364302,0.000668,90.533353,11.146034,75.760711,0.000976,13.092279,0.000000,0.000002,99.999804,0.000194,0.000033,0.000630,0.000004,99.999333
DNLN,1847,12,02,0002,003,78.648655,0.006816,21.343722,0.000807,97.287169,2.710091,0.000000,0.002740,90.753751,9.246248,0.000000,0.000000,94.467291,5.477502,0.012043,0.043164
DNLN,1847,12,02,0004,014,0.016819,48.463176,0.000129,51.519876,75.336925,23.434474,0.000004,1.228597,0.009459,99.861875,0.000000,0.128666,0.000770,0.016580,0.000007,99.982642
DNLN,1847,12,03,0001,002,0.159651,65.771182,0.004228,34.064939,0.726087,91.288256,0.000002,7.985655,0.000000,0.010397,99.989600,0.000002,0.000070,0.005900,0.000003,99.994028
DNLN,1847,12,08,0003,008,17.211100,38.793350,0.034118,43.961432,50.344337,49.593585,0.000532,0.061546,44.017377,55.982564,0.000000,0.000060,9.518806,0.521966,0.020419,89.938809
DNLN,1847,12,16,0002,004,91.864696,5.253976,2.880662,0.000666,98.853587,1.146394,0.000002,0.000017,39.555531,60.444469,0.000000,0.000000,99.724936,0.259057,0.015560,0.000447
DNLN,1847,12,17,0001,002,0.424216,90.640734,0.004403,8.930647,0.000003,5.075461,0.000822,94.923714,0.000000,0.000000,100.000000,0.000000,0.000002,0.005591,0.000246,99.994161
DNLN,1847,12,20,0002,006,16.000961,83.342058,0.344800,0.312182,56.449551,43.263790,0.000000,0.286658,13.960312,86.039687,0.000000,0.000001,36.951039,5.992194,0.043041,57.013726
DNLN,1847,12,25,0001,001,0.114631,9.281102,0.000394,90.603872,2.356468,65.762802,0.000000,31.880730,0.000000,0.000000,58.354122,41.645878,0.000091,0.000527,0.000000,99.999382
DNLN,1847,12,27,0004,018,0.087854,58.216108,0.000566,41.695473,55.530171,35.262097,0.000000,9.207732,0.093987,94.328933,0.000000,5.577080,0.003707,0.002929,0.000005,99.993359
DNLN,1847,12,30,0003,014,23.657108,0.005491,76.336700,0.000701,1.787162,40.279410,0.000000,57.933428,80.188861,19.811032,0.000000,0.000107,65.922648,32.334153,0.154641,1.588558
DNLN,1847,12,31,0002,005,7.333445,87.632605,0.305661,4.728289,13.740673,4.731713,0.004100,81.523514,0.000000,0.000001,99.981450,0.018550,0.000220,0.000367,0.000360,99.999053
DNLN,1848,01,05,0001,001,0.954665,68.295901,0.002838,30.746596,0.000055,0.007463,47.993055,51.999427,0.000000,0.000000,99.990284,0.009716,0.000001,0.000051,0.005066,99.994882
DNLN,1848,01,06,0001,001,8.568640,82.849516,1.223887,7.357957,0.102092,0.123021,96.758309,3.016578,0.000089,0.761715,0.002333,99.235863,0.001327,0.003846,0.187223,99.807604
DNLN,1848,01,22,0001,002,74.098100,21.560829,4.331862,0.009210,0.834105,82.545024,0.000000,16.620871,0.014644,99.984941,0.000000,0.000415,9.115144,28.650932,0.003849,62.230074
DNLN,1848,02,02,0002,004,99.619602,0.264277,0.115664,0.000457,0.021523,41.186994,0.000000,58.791483,1.691803,78.193010,0.000000,20.115187,0.002870,0.045153,0.000001,99.951976
DNLN,1848,02,02,0001,002,98.208969,0.319064,1.471953,0.000013,5.146596,94.825953,0.000000,0.027450,1.803269,98.196730,0.000000,0.000000,83.094897,16.877925,0.012591,0.014587
DNLN,1848,02,04,0001,002,57.920906,0.004862,42.056123,0.018109,97.683893,0.402079,1.813809,0.100219,97.929225,0.024145,2.046630,0.000000,41.317907,7.436637,51.243224,0.002232
DNLN,1848,02,05,0001,002,29.596356,0.028452,70.374444,0.000749,63.361042,2.750544,31.590140,2.298273,18.147666,81.232864,0.619450,0.000020,55.907926,11.453794,32.418996,0.219284
DNLN,1848,02,08,0001,002,67.791766,0.074058,32.132979,0.001198,0.643434,99.342177,0.000003,0.014386,90.916176,9.023309,0.060514,0.000000,37.494570,62.488457,0.010701,0.006272
DNLN,1848,02,11,0002,004,70.645810,0.000562,29.353439,0.000189,98.294148,0.864395,0.000001,0.841456,91.870812,8.129051,0.000000,0.000137,95.284215,3.941540,0.451826,0.322419
DNLN,1848,02,14,0002,005,0.105354,34.908870,0.002700,64.983076,60.322780,38.144726,0.000000,1.532494,0.025417,99.973950,0.000000,0.000633,0.004038,0.028214,0.000023,99.967725
DNLN,1848,02,15,0003,011,92.151973,5.423892,2.201173,0.222962,92.352026,7.644952,0.000994,0.002028,98.940263,1.059736,0.000000,0.000000,52.617175,47.317810,0.031688,0.033328
DNLN,1848,02,16,0003,012,93.799506,0.003872,6.196478,0.000144,0.339767,2.427612,0.055889,97.176732,99.917303,0.061711,0.016977,0.004008,78.114069,13.802820,8.048441,0.034670
DNLN,1848,02,17,0003,010,8.340043,90.213713,0.330965,1.115279,1.562058,35.019659,61.227179,2.191103,0.001514,0.004182,99.980249,0.014055,12.467400,43.605664,30.203539,13.723397
DNLN,1848,02,23,0002,002,96.782480,0.004858,3.211923,0.000739,0.000960,0.000002,99.999036,0.000001,0.000000,0.000000,100.000000,0.000000,21.680185,0.006628,78.313186,0.000001
DNLN,1848,02,24,0002,004,65.695930,33.151224,1.021870,0.130975,98.935923,1.064043,0.000010,0.000024,98.122264,1.877735,0.000000,0.000000,62.526531,37.186903,0.037657,0.248909
DNLN,1848,03,03,0002,004,2.401782,95.035754,0.020045,2.542419,6.408795,93.181745,0.000001,0.409460,85.765007,14.233623,0.000000,0.001371,0.106437,46.060428,0.000014,53.833121
DNLN,1848,03,25,0001,002,12.834273,68.977809,2.199750,15.988168,0.006243,0.098449,99.431640,0.463668,0.000000,0.000000,100.000000,0.000000,0.379447,0.051932,73.783754,25.784866
DNLN,1848,04,04,0003,012,0.759821,58.072358,0.002431,41.165391,73.129803,26.633246,0.000001,0.236950,2.711848,76.002467,0.000000,21.285685,0.202788,0.265672,0.000299,99.531240
DNLN,1848,05,04,0003,009,0.521230,79.373796,0.016595,20.088379,0.549445,99.097562,0.000000,0.352993,90.332421,9.666014,0.000000,0.001565,0.007420,0.389089,0.000004,99.603487
DNLN,1848,06,02,0002,002,0.162733,60.712946,0.009274,39.115048,0.021152,98.923788,0.000000,1.055060,0.000012,0.012902,98.349066,1.638021,0.000129,0.082556,0.000012,99.917303
DNLN,1848,06,07,0002,002,91.098605,8.866427,0.034910,0.000058,0.000770,9.240485,0.000001,90.758744,7.062813,92.823372,0.000001,0.113814,3.391096,25.275934,0.076090,71.256880
DNLN,1848,06,09,0001,002,3.837973,80.370031,0.110810,15.681186,87.208574,12.249525,0.001891,0.540010,0.000353,0.008827,1.223222,98.767597,0.104587,0.018128,0.012728,99.864557
DNLN,1848,06,10,0002,003,0.153402,92.830534,0.002922,7.013141,6.051697,92.486492,0.151907,1.309904,0.000010,0.076082,81.489072,18.434836,0.008149,0.277444,0.636617,99.077790
DNLN,1848,06,14,0003,009,95.548766,3.943046,0.397273,0.110914,0.015358,99.679108,0.000000,0.305534,26.838143,73.161518,0.000000,0.000339,71.139985,11.461504,0.018844,17.379666
DNLN,1848,06,15,0003,011,75.364711,24.581813,0.042493,0.010984,0.377925,97.584162,0.000000,2.037913,4.300646,95.694927,0.000000,0.004427,11.047846,56.855554,0.000444,32.096157
DNLN,1848,06,20,0002,002,2.818926,96.995407,0.000667,0.185000,0.020436,50.245611,0.000004,49.733948,0.038660,2.713642,96.285832,0.961866,0.935645,10.895386,0.001661,88.167308
DNLN,1848,06,30,0002,002,88.728987,7.773728,3.440715,0.056570,99.999652,0.000302,0.000044,0.000002,0.000000,0.000007,99.999993,0.000000,98.609145,1.155737,0.204743,0.030375
DNLN,1848,07,01,0002,002,1.502576,96.340108,0.003309,2.154008,0.091254,66.268426,0.000501,33.639818,0.000000,0.000000,100.000000,0.000000,0.170077,2.887089,0.009310,96.933524
DNLN,1848,07,04,0001,002,0.173032,99.338174,0.001248,0.487545,0.172423,43.876927,0.000000,55.950650,0.000000,0.000000,99.999998,0.000002,0.019213,0.603342,0.000034,99.377411
DNLN,1848,07,07,0002,002,0.009767,41.695157,0.000219,58.294857,0.000000,0.003446,57.379088,42.617466,0.000000,0.000000,100.000000,0.000000,0.000000,0.000055,0.001799,99.998146
DNLN,1848,07,07,0005,007,0.016819,48.463176,0.000129,51.519876,60.221146,22.043317,0.000008,17.735530,0.001015,27.637122,0.000000,72.361863,0.000263,0.003139,0.000006,99.996591
DNLN,1848,07,08,0001,002,0.066731,88.737947,0.000426,11.194896,0.007438,4.612640,0.000000,95.379922,0.000000,0.301030,99.476287,0.222683,0.000032,0.007456,0.000001,99.992511
DNLN,1848,07,11,0002,002,0.237362,93.720767,0.000458,6.041413,2.047065,24.457940,0.000000,73.494995,0.000000,0.000000,99.999949,0.000051,0.000339,0.017038,0.000001,99.982622
DNLN,1848,07,12,0002,003,0.035735,50.141325,0.000137,49.822802,0.000350,21.138901,0.000000,78.860749,0.000000,0.000001,87.900697,12.099301,0.000000,0.001110,0.000000,99.998890
DNLN,1848,07,22,0002,003,0.035735,50.141325,0.000137,49.822802,0.000001,0.063226,0.000000,99.936774,0.000000,0.000000,100.000000,0.000000,0.000000,0.000054,0.000000,99.999946
DNLN,1848,07,22,0003,004,0.039012,36.693941,0.001446,63.265602,0.009195,0.021934,99.968563,0.000308,0.007896,99.989288,0.002641,0.000174,0.040946,0.930449,13.918441,85.110163
DNLN,1848,07,22,0001,001,0.009767,41.695157,0.000219,58.294857,0.325507,56.699971,0.000010,42.974511,0.000000,0.000000,99.999999,0.000001,0.000001,0.001124,0.000002,99.998874
DNLN,1848,07,24,0002,002,0.016819,48.463176,0.000129,51.519876,0.000905,97.504551,0.000000,2.494544,0.000012,3.201089,95.985742,0.813157,0.000002,0.046930,0.000000,99.953068
DNLN,1848,07,27,0001,002,0.016819,48.463176,0.000129,51.519876,83.621108,9.405278,0.034681,6.938932,0.000000,0.000000,99.999999,0.000001,0.000044,0.001656,0.000016,99.998285
DNLN,1848,07,31,0002,003,0.040859,86.045152,0.000074,13.913916,52.134570,42.582921,0.000266,5.282243,0.001179,99.998648,0.000000,0.000173,0.006145,0.222261,0.000191,99.771402
DNLN,1848,08,03,0002,009,73.891099,24.601712,1.206201,0.300988,97.943084,1.884929,0.000564,0.171423,76.103128,23.326679,0.000000,0.570193,27.682267,0.257994,1.002509,71.057229
DNLN,1848,08,05,0003,007,0.016819,48.463176,0.000129,51.519876,0.555924,95.750054,0.000000,3.694022,0.000000,0.000000,100.000000,0.000000,0.000028,0.016233,0.000000,99.983739
DNLN,1848,08,07,0002,009,13.269561,85.396310,0.138180,1.195949,55.884129,0.836746,0.583021,42.696103,0.170511,19.572290,0.013147,80.244053,0.626350,0.016056,0.373766,98.983829
DNLN,1848,08,09,0001,002,0.016819,48.463176,0.000129,51.519876,0.006487,99.771955,0.000000,0.221558,0.000000,0.000000,100.000000,0.000000,0.000022,0.113673,0.000003,99.886302
DNLN,1848,08,09,0003,009,89.342311,10.627923,0.017722,0.012044,0.378441,97.153779,0.000000,2.467780,2.052751,97.827197,0.000000,0.120052,0.764462,22.483673,0.000047,76.751818
DNLN,1848,08,10,0001,002,0.009767,41.695157,0.000219,58.294857,2.978511,48.181755,0.000000,48.839734,0.000000,0.000000,84.756712,15.243288,0.000011,0.003080,0.000000,99.996909
DNLN,1848,08,11,0001,002,0.284414,65.363561,0.049306,34.302719,0.055483,99.917373,0.000015,0.027129,0.000000,0.000000,100.000000,0.000000,0.001450,0.457896,0.002198,99.538456
DNLN,1848,08,15,0001,002,0.035735,50.141325,0.000137,49.822802,0.000101,31.921093,0.000000,68.078806,0.000000,0.000000,99.999994,0.000006,0.000000,0.001468,0.000000,99.998532
DNLN,1848,08,17,0001,002,0.035735,50.141325,0.000137,49.822802,0.023558,2.317160,0.008793,97.650489,0.000000,0.000000,100.000000,0.000000,0.000002,0.000326,0.000022,99.999650
DNLN,1848,08,23,0002,003,53.984939,43.887789,2.106568,0.020704,0.662755,99.199496,0.000000,0.137749,0.016040,99.983942,0.000000,0.000018,22.494976,29.905344,0.168707,47.430973
DNLN,1848,08,23,0001,002,10.817405,88.379807,0.037724,0.765065,50.786757,37.396326,0.000993,11.815925,2.643280,2.914560,84.507519,9.934640,9.722610,7.947384,0.093092,82.236914
DNLN,1848,08,25,0002,003,98.959708,0.039249,1.000975,0.000069,11.860846,81.708625,0.000001,6.430528,98.694733,1.305120,0.000001,0.000146,30.644128,65.200339,0.021655,4.133877
DNLN,1848,08,26,0001,002,0.128237,77.199728,0.001631,22.670404,0.021523,41.186994,0.000000,58.791483,0.000000,0.000000,100.000000,0.000000,0.000039,0.012191,0.000001,99.987770
DNLN,1848,08,31,0001,002,0.100037,74.284096,0.000585,25.615281,0.000015,0.014415,0.000002,99.985569,0.000000,0.000000,100.000000,0.000000,0.000000,0.000221,0.000001,99.999777
DNLN,1848,09,09,0001,001,0.009767,41.695157,0.000219,58.294857,0.005485,55.061929,0.000000,44.932586,0.000000,0.000000,99.999971,0.000029,0.000000,0.002457,0.000000,99.997542
DNLN,1848,09,26,0002,006,16.642907,79.193589,0.452817,3.710687,1.314854,98.681992,0.000000,0.003155,17.697224,82.302647,0.000000,0.000129,68.955366,4.320771,0.005176,26.718687
DNLN,1848,10,03,0002,006,95.489174,4.462600,0.021241,0.026985,19.562927,79.846655,0.000000,0.590418,14.284149,85.648152,0.000000,0.067699,11.551888,1.163454,0.002645,87.282013
DNLN,1848,10,05,0003,009,0.016819,48.463176,0.000129,51.519876,0.015358,99.679108,0.000000,0.305534,0.000000,0.000000,99.999987,0.000013,0.000013,0.060560,0.000001,99.939426
DNLN,1848,10,07,0003,009,0.016819,48.463176,0.000129,51.519876,0.487609,8.572663,0.000000,90.939728,0.000000,0.000000,99.999328,0.000672,0.000004,0.001001,0.000000,99.998994
DNLN,1848,10,12,0002,005,54.153004,45.670129,0.017832,0.159035,0.273007,99.694540,0.000000,0.032453,0.750200,99.236098,0.000000,0.013702,2.557097,96.575585,0.000594,0.866724
DNLN,1848,10,13,0002,003,96.151591,2.056050,1.791625,0.000733,61.010573,33.149136,0.000004,5.840287,99.979487,0.020512,0.000000,0.000001,88.250762,11.651940,0.088822,0.008476
DNLN,1848,10,20,0003,015,59.745769,37.910921,0.883144,1.460166,5.140368,94.647553,0.000039,0.212040,0.322698,99.620798,0.000000,0.056504,2.217126,44.332026,0.093460,53.357388
DNLN,1848,10,21,0003,009,0.123052,70.268576,0.002214,29.606157,61.907627,38.075294,0.000000,0.017079,0.837732,99.008613,0.000001,0.153654,0.049628,0.838748,0.000002,99.111622
DNLN,1848,10,24,0003,008,0.016819,48.463176,0.000129,51.519876,0.034577,99.953894,0.000000,0.011529,0.000000,0.518290,99.481652,0.000058,0.000149,0.422156,0.000001,99.577694
DNLN,1848,11,01,0002,003,52.921098,46.255747,0.705050,0.118105,0.604113,89.626950,0.000000,9.768937,1.341716,98.658284,0.000000,0.000000,3.675873,21.882057,0.004277,74.437793
DNLN,1848,11,01,0003,010,0.035735,50.141325,0.000137,49.822802,0.021523,41.186994,0.000000,58.791483,0.000000,0.000083,99.999762,0.000155,0.000002,0.001650,0.000000,99.998348
DNLN,1848,11,13,0002,003,0.016819,48.463176,0.000129,51.519876,82.546310,17.428313,0.000000,0.025376,5.512728,93.847525,0.000000,0.639747,0.003080,0.067572,0.000004,99.929344
DNLN,1848,12,05,0003,012,0.016819,48.463176,0.000129,51.519876,0.018969,61.773542,0.000194,38.207295,0.000000,0.000000,100.000000,0.000000,0.000000,0.003473,0.000001,99.996526
DNLN,1848,12,14,0001,001,0.522000,55.992340,0.000598,43.485062,0.001283,2.798300,0.000005,97.200412,0.000000,0.000003,99.917232,0.082765,0.000020,0.000753,0.000004,99.999223
DNLN,1848,12,16,0003,008,0.035735,50.141325,0.000137,49.822802,0.000648,0.811502,0.000000,99.187850,0.000000,0.000005,99.998116,0.001878,0.000002,0.000169,0.000000,99.999829
DNLN,1848,12,28,0001,001,0.092127,52.177537,0.000780,47.729556,0.003187,32.285699,0.000002,67.711112,0.000000,0.000000,99.999999,0.000001,0.000001,0.000288,0.000001,99.999711
DNLN,1849,01,02,0001,001,0.343683,94.718304,0.079765,4.858248,3.248513,65.833910,0.000034,30.917543,0.000000,0.000000,99.649166,0.350834,0.012084,0.087854,0.000186,99.899876
DNLN,1849,01,04,0001,001,0.075996,64.293688,0.004001,35.626315,0.084859,1.985155,0.010589,97.919397,0.000000,0.000000,100.000000,0.000000,0.000010,0.000306,0.000207,99.999478
DNLN,1849,01,06,0001,001,0.066731,88.737947,0.000426,11.194896,0.006070,19.837422,0.000012,80.156496,0.000000,0.000000,99.999314,0.000686,0.000031,0.016865,0.000034,99.983070
DNLN,1849,01,10,0001,001,0.009767,41.695157,0.000219,58.294857,0.026325,1.280933,0.006271,98.686471,0.000000,0.000000,72.323382,27.676618,0.000001,0.001288,0.000034,99.998678
DNLN,1849,01,10,0003,006,32.256306,65.557565,1.994493,0.191637,2.679209,90.759390,0.000000,6.561402,20.628056,79.361717,0.000000,0.010226,84.200004,0.441551,0.022522,15.335924
DNLN,1849,01,12,0005,019,0.532038,77.664479,0.039802,21.763681,98.300211,0.296798,1.402810,0.000181,0.000000,0.000000,100.000000,0.000000,1.303967,0.624688,1.290073,96.781272
DNLN,1849,01,16,0001,001,0.178781,40.952279,0.001312,58.867629,0.000000,0.000002,99.978216,0.021782,0.000000,0.000000,99.839376,0.160624,0.000000,0.000006,0.070680,99.929314
DNLN,1849,01,20,0004,019,0.016819,48.463176,0.000129,51.519876,52.952774,45.940543,0.000002,1.106680,1.760334,81.028886,0.000000,17.210780,0.000462,0.024428,0.000008,99.975101
DNLN,1849,01,23,0002,007,4.156339,95.536655,0.101335,0.205671,0.032774,11.644744,0.000004,88.322477,82.447064,17.535145,0.000000,0.017791,0.105541,0.516641,0.003201,99.374616
DNLN,1849,01,29,0001,001,0.016819,48.463176,0.000129,51.519876,0.000134,68.565719,0.000001,31.434147,0.000000,0.000000,99.273566,0.726434,0.000000,0.002864,0.000000,99.997136
DNLN,1849,01,29,0002,003,1.162576,98.803294,0.005674,0.028456,25.713186,74.253425,0.000000,0.033389,0.001948,99.998045,0.000000,0.000007,67.636507,16.335888,0.034661,15.992944
DNLN,1849,01,30,0001,001,0.075996,64.293688,0.004001,35.626315,0.003473,8.306138,0.000065,91.690324,0.000000,0.000000,100.000000,0.000000,0.000000,0.000534,0.000013,99.999452
DNLN,1849,02,02,0002,002,0.419141,91.225033,0.005384,8.350442,0.000304,0.000053,98.441047,1.558596,0.000000,0.000000,100.000000,0.000000,0.000206,0.000254,0.805809,99.193731
DNLN,1849,02,03,0002,003,42.234615,25.338724,31.698108,0.728553,87.263285,12.663644,0.000000,0.073071,1.936178,98.063821,0.000000,0.000001,70.412910,24.209386,0.012598,5.365106
DNLN,1849,02,03,0002,004,0.035735,50.141325,0.000137,49.822802,0.733708,79.090722,0.000000,20.175569,0.000000,0.000000,100.000000,0.000000,0.000004,0.003156,0.000000,99.996841
DNLN,1849,02,06,0002,003,0.035735,50.141325,0.000137,49.822802,0.000595,2.433070,0.000145,97.566189,0.000000,0.000003,99.999727,0.000270,0.000000,0.000743,0.000001,99.999257
DNLN,1849,02,07,0002,004,0.360064,94.890035,0.005414,4.744487,6.867366,93.031425,0.006004,0.095205,0.000000,0.000000,100.000000,0.000000,0.147856,0.763574,0.055679,99.032890
DNLN,1849,02,08,0002,003,0.016819,48.463176,0.000129,51.519876,0.044220,99.514803,0.000000,0.440977,0.000000,0.000000,100.000000,0.000000,0.000016,0.044646,0.000000,99.955337
DNLN,1849,02,08,0004,006,98.521820,1.348733,0.129302,0.000145,66.076258,33.844307,0.000007,0.079428,34.098556,65.901444,0.000000,0.000000,99.059891,0.896378,0.014173,0.029557
DNLN,1849,02,10,0002,002,6.682151,79.901505,1.143043,12.273301,39.922710,0.407539,0.004307,59.665444,0.000000,0.000000,100.000000,0.000000,0.124478,0.002567,0.026682,99.846273
DNLN,1849,02,12,0004,014,1.308978,69.534962,0.038857,29.117203,98.402226,1.547408,0.000000,0.050366,0.521423,99.390632,0.000000,0.087945,0.021157,0.013697,0.000118,99.965029
DNLN,1849,02,15,0002,004,15.205742,57.797595,9.489993,17.506671,2.157099,1.959669,0.081333,95.801899,0.000000,0.000000,100.000000,0.000000,0.300964,0.280011,0.361633,99.057391
DNLN,1849,02,20,0002,003,0.066731,88.737947,0.000426,11.194896,40.573802,54.451451,0.003687,4.971061,0.000000,0.717164,99.282836,0.000000,0.014408,0.202912,0.003987,99.778693
DNLN,1849,02,21,0002,003,93.289158,6.682693,0.020882,0.007268,0.531866,0.307156,0.001579,99.159399,0.000000,0.000000,100.000000,0.000000,9.581944,0.099498,0.440869,89.877689
DNLN,1849,02,23,0002,003,67.144766,28.844609,3.800865,0.209760,0.228191,0.030462,99.740822,0.000525,0.000000,0.000098,99.999902,0.000000,0.129421,0.011280,99.815767,0.043532
