newspaper,year,month,day,page,article,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__abomentions,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__nonabospeeches,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__misc,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__control,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__abomentions,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__nonabospeeches,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__misc,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__control,"bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__abomentions","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__nonabospeeches","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__misc","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__control","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__abomentions","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__nonabospeeches","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__misc","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__control"
LEMR,1845,10,11_S,0010,018,0.013065,22.521845,0.000103,77.464988,0.006736,6.156116,0.004733,93.832416,0.000000,0.000000,99.732279,0.267721,0.000004,0.000477,0.000022,99.999497
LEMR,1845,10,11_S,0012,019,0.016819,48.463176,0.000129,51.519876,0.003841,1.589898,0.000000,98.406261,0.000000,0.000000,99.991453,0.008547,0.000000,0.000427,0.000000,99.999573
LEMR,1845,11,01,0003,003,0.265176,16.787458,0.020986,82.926380,0.001234,15.049488,33.679156,51.270121,0.000000,0.000000,100.000000,0.000000,0.000003,0.000502,0.015533,99.983962
LEMR,1845,11,08,0003,003,0.008803,4.857217,0.000804,95.133176,0.092307,0.826200,62.568380,36.513113,0.000000,0.000000,100.000000,0.000000,0.000010,0.000167,0.001900,99.997924
LEMR,1845,11,08_S,0006,022,15.555728,84.006598,0.258674,0.179000,0.174589,99.825378,0.000023,0.000010,0.006661,99.993323,0.000017,0.000000,94.717859,1.846134,2.548479,0.887529
LEMR,1845,11,08_S,0004,020,0.016819,48.463176,0.000129,51.519876,0.030227,19.009104,0.000003,80.960665,0.000000,0.005947,99.164308,0.829745,0.000001,0.001497,0.000001,99.998501
LEMR,1845,11,22,0003,003,0.050607,56.868765,0.000327,43.080302,0.010762,11.833035,0.000000,88.156203,0.000000,0.000000,99.999751,0.000249,0.000001,0.000519,0.000000,99.999480
LEMR,1845,11,22_S,0004,010,0.016819,48.463176,0.000129,51.519876,0.000017,0.522865,0.000000,99.477118,0.000000,0.000002,99.990676,0.009321,0.000000,0.000224,0.000000,99.999776
LEMR,1845,11,22_S,0002,008,0.035735,50.141325,0.000137,49.822802,0.000117,3.498592,0.000002,96.501289,0.000000,0.000000,89.904818,10.095182,0.000000,0.000573,0.000000,99.999426
LEMR,1845,11,29_S,0009,015,13.091894,86.279947,0.446289,0.181870,8.248526,73.658737,0.002325,18.090413,0.000000,0.000000,100.000000,0.000000,15.077200,1.885855,0.610043,82.426902
LEMR,1845,12,06,0002,002,55.670473,29.827970,12.075215,2.426342,8.400961,15.695510,0.004133,75.899396,0.000002,0.010527,0.000000,99.989471,0.992438,0.001676,0.014175,98.991711
LEMR,1845,12,13_S,0003,008,80.049241,12.891536,7.041415,0.017807,49.214192,50.764652,0.000000,0.021155,99.998919,0.001080,0.000000,0.000001,98.532544,1.449983,0.000230,0.017242
LEMR,1845,12,27_S,0002,003,0.778477,83.910510,0.004527,15.306486,78.061979,21.167878,0.496214,0.273928,0.001537,99.673536,0.000043,0.324884,0.007586,0.117841,0.052702,99.821872
LEMR,1846,01,03,0003,003,0.087874,55.251264,0.000783,44.660078,0.087548,86.076765,0.002180,13.833506,0.000000,1.391791,95.775387,2.832823,0.000006,0.001248,0.000016,99.998730
LEMR,1846,01,03,0005,016,1.140420,53.977421,0.217987,44.664171,77.523586,21.961513,0.000000,0.514901,1.301865,82.784758,0.000000,15.913378,0.045413,0.075931,0.000012,99.878644
LEMR,1846,01,10,0001,001,0.148361,10.453965,0.000186,89.397488,0.079658,38.206980,0.000006,61.713357,0.081326,0.028556,87.045107,12.845012,0.000011,0.000340,0.000000,99.999648
LEMR,1846,01,10,0003,003,0.003528,4.891323,0.000721,95.104428,0.000003,0.354233,0.531525,99.114239,0.000000,0.000000,99.999753,0.000247,0.000000,0.000045,0.000338,99.999617
LEMR,1846,01,17,0007,023,0.079852,61.251654,0.000832,38.667661,0.027259,0.862032,0.054355,99.056354,0.000000,0.000000,100.000000,0.000000,0.000025,0.000892,0.000375,99.998708
LEMR,1846,01,24,0001,001,0.011151,20.884526,0.000120,79.104203,2.885341,61.450459,0.000001,35.664199,0.000000,0.000038,99.999407,0.000555,0.000005,0.002922,0.000000,99.997073
LEMR,1846,01,24,0003,003,0.020849,43.340679,0.000235,56.638238,0.002150,0.031557,1.713140,98.253153,0.000000,0.000000,93.887161,6.112839,0.000000,0.000026,0.000345,99.999628
LEMR,1846,01,24,0008,026,2.755490,95.169453,0.010277,2.064779,0.039189,99.804149,0.000000,0.156661,0.000002,0.000000,99.999997,0.000000,0.017695,10.300101,0.000129,89.682075
LEMR,1846,01,28,0001,008,0.035541,80.157394,0.000386,19.806680,0.019429,99.233346,0.000040,0.747185,0.000000,0.000000,100.000000,0.000000,0.000086,0.195723,0.000246,99.803946
LEMR,1846,01,28,0002,009,0.035541,80.157394,0.000386,19.806680,0.000001,0.001475,0.000188,99.998336,0.000000,0.000000,100.000000,0.000000,0.000000,0.000025,0.000080,99.999895
LEMR,1846,01,31,0003,003,0.047077,74.375046,0.000403,25.577475,0.002809,1.498060,0.002894,98.496237,0.000000,0.000000,100.000000,0.000000,0.000000,0.000337,0.000012,99.999651
LEMR,1846,01,31_S,0002,005,0.037876,59.664184,0.000785,40.297155,0.000000,0.000746,0.004265,99.994989,0.000000,0.000000,100.000000,0.000000,0.000000,0.000042,0.000177,99.999781
LEMR,1846,01,31_S,0002,006,0.035541,80.157394,0.000386,19.806680,0.434857,75.072094,0.000000,24.493050,0.000000,0.000000,100.000000,0.000000,0.000057,0.023488,0.000001,99.976453
LEMR,1846,02,04,0001,004,0.260914,94.059323,0.000898,5.678866,0.000166,0.038063,0.000081,99.961689,0.000000,0.273255,99.689646,0.037099,0.000060,0.003667,0.000304,99.995969
LEMR,1846,02,07,0001,001,0.013963,36.766351,0.000199,63.219486,0.000387,6.800687,0.004827,93.194099,0.000000,0.000000,95.519399,4.480601,0.000000,0.000344,0.000016,99.999640
LEMR,1846,02,07_S,0003,006,0.016819,48.463176,0.000129,51.519876,0.000431,0.152769,0.000000,99.846800,0.000000,0.131310,92.551543,7.317148,0.000000,0.000270,0.000000,99.999730
LEMR,1846,02,07_S,0001,003,0.010777,12.161315,0.000461,87.827447,0.237268,99.760484,0.000020,0.002228,0.000000,0.057514,52.155968,47.786518,0.000535,0.278123,0.000251,99.721091
LEMR,1846,02,07_S,0002,004,0.260914,94.059323,0.000898,5.678866,0.000390,9.068421,5.717623,85.213566,0.000000,0.000000,100.000000,0.000000,0.000151,0.082490,0.044389,99.872970
LEMR,1846,02,14,0003,003,0.095292,19.386234,0.000315,80.518159,0.030812,0.026682,0.006322,99.936184,0.000000,0.000000,99.999929,0.000071,0.000001,0.000015,0.000015,99.999969
LEMR,1846,02,14_S,0002,005,0.092918,59.631331,0.000784,40.274967,0.552294,81.525002,1.191928,16.730776,0.000000,0.000000,100.000000,0.000000,0.000203,0.098630,0.005422,99.895745
LEMR,1846,02,21_S,0002,004,6.522726,89.033970,0.127234,4.316070,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000220,0.000206,99.204599,0.794975
LEMR,1846,02,28_S,0003,006,0.035541,80.157394,0.000386,19.806680,1.148158,90.388526,0.000003,8.463313,0.000000,0.000000,100.000000,0.000000,0.000166,0.070664,0.000027,99.929143
LEMR,1846,03,07,0003,003,0.009767,41.695157,0.000219,58.294857,0.000003,0.694215,14.510833,84.794949,0.000000,0.000000,99.999492,0.000508,0.000000,0.000261,0.001212,99.998526
LEMR,1846,03,07,0006,019,0.016819,48.463176,0.000129,51.519876,0.000017,0.107654,0.046445,99.845883,0.000000,0.000000,99.975538,0.024462,0.000000,0.000021,0.000033,99.999946
LEMR,1846,03,07,0004,005,4.305037,46.478507,0.187573,49.028883,99.964696,0.035296,0.000005,0.000003,99.932439,0.067555,0.000000,0.000006,79.700076,19.931098,0.008548,0.360277
LEMR,1846,03,07_S,0002,008,0.055668,52.928470,0.001375,47.014488,33.280089,58.543556,0.000005,8.176350,0.000000,0.000000,100.000000,0.000000,0.000374,0.026699,0.000012,99.972916
LEMR,1846,03,14,0003,003,0.007088,18.102857,0.000163,81.889892,0.000563,1.181588,0.000003,98.817846,0.000000,0.000000,97.607100,2.392900,0.000000,0.000427,0.000000,99.999573
LEMR,1846,03,14_S,0002,006,0.016819,48.463176,0.000129,51.519876,0.004950,86.474466,0.000000,13.520585,0.000000,0.002030,99.993766,0.004204,0.000001,0.007813,0.000000,99.992186
LEMR,1846,03,14_S,0002,008,0.016819,48.463176,0.000129,51.519876,0.031128,92.189625,0.000001,7.779246,0.000000,0.000000,100.000000,0.000000,0.000002,0.005643,0.000001,99.994355
LEMR,1846,03,21,0001,001,0.013065,22.521845,0.000103,77.464988,0.190596,72.246613,0.004876,27.557915,0.000000,0.000000,99.955348,0.044652,0.000012,0.004790,0.000037,99.995161
LEMR,1846,03,21_S,0002,002,0.047077,74.375046,0.000403,25.577475,0.013947,25.481328,0.000053,74.504672,0.000000,0.000000,100.000000,0.000000,0.000001,0.000458,0.000001,99.999541
LEMR,1846,03,21_S,0001,001,0.091439,27.686893,0.002765,72.218903,1.400433,58.031644,6.607934,33.959990,0.069908,0.000743,99.826009,0.103339,0.003156,0.016536,0.054935,99.925373
LEMR,1846,03,28,0002,002,0.047077,74.375046,0.000403,25.577475,0.076271,87.436615,0.000043,12.487071,0.000000,0.000000,99.999841,0.000159,0.000001,0.002423,0.000001,99.997575
LEMR,1846,03,28,0003,003,0.020849,43.340679,0.000235,56.638238,0.000378,0.010590,0.248933,99.740098,0.000000,0.000000,100.000000,0.000000,0.000000,0.000015,0.000122,99.999863
LEMR,1846,03,28_S,0002,004,0.123052,70.268576,0.002214,29.606157,0.000627,51.158012,0.000002,48.841359,0.000000,0.000000,100.000000,0.000000,0.000002,0.005535,0.000031,99.994431
LEMR,1846,04,04,0001,001,0.177238,92.189290,0.003491,7.629981,0.000322,29.521341,0.000000,70.478337,0.000000,0.000003,93.389848,6.610149,0.000000,0.001669,0.000000,99.998331
LEMR,1846,04,04,0005,013,0.024918,28.575070,0.000199,71.399813,92.711039,5.984347,0.210173,1.094441,0.000336,99.985496,0.000000,0.014168,0.020735,0.213062,0.002305,99.763897
LEMR,1846,04,04_S,0002,004,0.035735,50.141325,0.000137,49.822802,0.007802,96.040362,0.000006,3.951830,0.000000,0.000000,99.999973,0.000027,0.000004,0.010255,0.000002,99.989739
LEMR,1846,04,04_S,0003,005,0.022582,75.455545,0.000717,24.521156,0.002341,1.876066,0.014688,98.106904,0.000000,0.000000,100.000000,0.000000,0.000001,0.001147,0.000453,99.998399
LEMR,1846,04,04_S,0004,008,0.020849,43.340679,0.000235,56.638238,4.053763,93.404164,0.000000,2.542073,0.000002,0.018931,99.936978,0.044089,0.000054,0.008884,0.000000,99.991061
LEMR,1846,04,04_S,0001,002,0.318511,50.717511,0.001492,48.962486,0.003460,5.165628,0.000000,94.830912,0.000000,0.000000,99.910935,0.089065,0.000014,0.000993,0.000001,99.998992
LEMR,1846,04,11,0002,002,0.526131,31.426451,0.011955,68.035463,0.002230,22.945378,0.000000,77.052392,0.000000,0.000000,99.905873,0.094127,0.000008,0.001320,0.000002,99.998670
LEMR,1846,04,11,0003,003,0.290160,74.249429,0.012102,25.448309,0.001393,74.129726,0.000000,25.868881,0.000000,0.000423,99.998705,0.000872,0.000003,0.001968,0.000003,99.998026
LEMR,1846,04,18,0002,002,0.466871,93.584170,0.004344,5.944615,0.001106,19.319603,0.000000,80.679292,0.000000,0.000000,99.785982,0.214018,0.000049,0.004227,0.000000,99.995724
LEMR,1846,04,18_S,0003,009,0.123052,70.268576,0.002214,29.606157,0.030504,10.334484,0.000406,89.634606,0.000000,0.002047,86.383671,13.614282,0.000008,0.001230,0.000124,99.998638
LEMR,1846,04,25,0003,003,0.115626,25.858688,0.011637,74.014048,4.505251,24.059991,0.000100,71.434659,28.604512,0.110707,69.985220,1.299560,0.000184,0.001673,0.000075,99.998068
LEMR,1846,04,25_S,0001,001,0.064343,54.101623,0.023899,45.810135,0.006122,71.448993,0.002977,28.541908,0.000000,0.000001,99.995963,0.004036,0.000001,0.001746,0.000041,99.998212
LEMR,1846,05,02,0002,002,0.145030,32.370426,0.008514,67.476031,0.016009,79.056826,0.000000,20.927165,0.000000,0.000000,55.086145,44.913855,0.000008,0.004467,0.000001,99.995524
LEMR,1846,05,02,0006,018,0.326848,75.873835,0.001040,23.798277,0.018686,99.662516,0.000000,0.318798,0.000000,0.057193,99.619707,0.323100,0.010175,0.030315,0.000033,99.959477
LEMR,1846,05,02_S,0002,005,0.035735,50.141325,0.000137,49.822802,0.003808,0.414039,0.609543,98.972610,0.000000,0.000000,99.999999,0.000001,0.000000,0.000056,0.000062,99.999881
LEMR,1846,05,02_S,0003,007,0.031412,31.349841,0.000091,68.618655,0.011201,4.782949,0.000400,95.205450,0.000000,0.028564,99.067230,0.904206,0.000001,0.000269,0.000002,99.999727
LEMR,1846,05,09_S,0002,003,0.035541,80.157394,0.000386,19.806680,0.004854,4.006685,0.000002,95.988459,0.000000,0.000124,99.879288,0.120588,0.000003,0.005013,0.000002,99.994982
LEMR,1846,05,09_S,0001,001,0.067719,38.702203,0.002315,61.227762,0.021523,41.186994,0.000000,58.791483,0.000000,0.000000,98.569049,1.430951,0.000004,0.000659,0.000000,99.999337
LEMR,1846,05,09_S,0003,007,0.159651,65.771182,0.004228,34.064939,3.528811,95.520502,0.000001,0.950686,0.000001,0.000159,99.741901,0.257939,0.000656,0.012414,0.000016,99.986914
LEMR,1846,05,16,0002,002,0.016819,48.463176,0.000129,51.519876,0.004098,23.888752,0.000000,76.107150,0.000000,0.000004,99.653438,0.346558,0.000000,0.001463,0.000000,99.998537
LEMR,1846,05,16,0006,019,0.016819,48.463176,0.000129,51.519876,0.001282,4.229377,0.000014,95.769327,0.000000,0.000000,99.999128,0.000872,0.000000,0.000649,0.000002,99.999348
LEMR,1846,05,16_S,0002,002,0.016819,48.463176,0.000129,51.519876,0.008796,87.074812,0.000000,12.916392,0.000000,0.000000,99.999998,0.000002,0.000002,0.008021,0.000000,99.991977
LEMR,1846,05,16_S,0001,001,0.042942,3.421348,0.000793,96.534917,58.794622,5.906484,0.000001,35.298893,6.672232,93.119915,0.089902,0.117951,0.000587,0.000135,0.000000,99.999277
LEMR,1846,05,23,0002,002,0.020849,43.340679,0.000235,56.638238,0.559175,77.900188,0.000001,21.540636,0.000000,0.000000,99.989332,0.010668,0.000011,0.002877,0.000000,99.997112
LEMR,1846,05,23,0006,018,0.076262,91.613400,0.000855,8.309482,22.633682,0.030935,76.755187,0.580196,0.103730,3.049141,0.610840,96.236290,0.010166,0.005219,1.243317,98.741298
LEMR,1846,05,23,0007,020,66.921820,28.259035,4.805892,0.013253,67.393406,32.596071,0.000001,0.010522,99.992855,0.007145,0.000000,0.000000,95.264586,4.632814,0.018502,0.084098
LEMR,1846,05,23_S,0002,003,0.016819,48.463176,0.000129,51.519876,0.923865,84.414037,0.287032,14.375065,0.000000,0.000000,100.000000,0.000000,0.000049,0.019408,0.000614,99.979930
LEMR,1846,05,30,0007,019,97.570757,2.224206,0.203469,0.001568,0.008047,99.906696,0.000000,0.085257,0.010206,99.989794,0.000000,0.000000,20.868394,77.861407,0.000545,1.269654
LEMR,1846,05,30,0003,003,0.301801,33.125751,0.001340,66.571108,0.000015,4.689198,63.790609,31.520178,0.000000,0.000000,99.999971,0.000029,0.000000,0.000031,0.000938,99.999030
LEMR,1846,05,30,0005,012,0.178781,40.952279,0.001312,58.867629,64.216509,7.269244,0.000008,28.514239,0.000570,36.144783,0.000000,63.854647,0.000170,0.000573,0.000000,99.999257
LEMR,1846,05,30_S,0002,004,1.371369,97.719475,0.108702,0.800454,0.228325,0.184352,89.577075,10.010249,0.000000,0.000000,100.000000,0.000000,0.029424,0.037545,16.895613,83.037417
LEMR,1846,06,06,0007,027,0.020849,43.340679,0.000235,56.638238,0.150246,36.136962,0.000001,63.712791,0.000000,0.000000,100.000000,0.000000,0.000017,0.000538,0.000000,99.999445
LEMR,1846,06,06,0004,011,50.013619,47.536845,0.021730,2.427806,0.023571,78.505455,0.000000,21.470974,0.088409,69.105358,0.000000,30.806233,0.000174,0.009153,0.000000,99.990673
LEMR,1846,06,06_S,0002,006,0.603567,52.007591,0.005830,47.383012,0.011277,97.442092,0.000026,2.546605,0.000000,0.000000,100.000000,0.000000,0.000140,0.166817,0.000242,99.832800
LEMR,1846,06,13,0001,001,1.967249,10.932963,0.006044,87.093744,0.003978,0.059274,0.000019,99.936728,0.000000,0.000000,99.999986,0.000014,0.000258,0.000005,0.000033,99.999704
LEMR,1846,06,20_S,0002,006,0.016819,48.463176,0.000129,51.519876,0.000021,19.434296,3.813722,76.751961,0.000000,0.000000,100.000000,0.000000,0.000000,0.001763,0.000917,99.997320
LEMR,1846,06,27_S,0002,003,0.198826,97.732453,0.003017,2.065704,0.001966,60.458271,0.000497,39.539266,0.000000,0.000000,100.000000,0.000000,0.000989,0.962698,0.018461,99.017853
LEMR,1846,06,27_S,0003,007,0.066731,88.737947,0.000426,11.194896,0.005485,55.061929,0.000000,44.932586,0.000000,0.000000,99.999832,0.000168,0.000040,0.037521,0.000003,99.962437
LEMR,1846,06,27_S,0001,001,0.022527,73.086597,0.000383,26.890493,0.023571,78.505455,0.000000,21.470974,0.000000,0.000108,90.001988,9.997903,0.000001,0.004244,0.000000,99.995755
LEMR,1846,07,04,0008,026,0.037876,59.664184,0.000785,40.297155,0.000511,99.913208,0.000000,0.086282,0.000000,0.000330,99.999653,0.000017,0.000033,0.488130,0.000007,99.511830
LEMR,1846,07,04_S,0002,002,0.123052,70.268576,0.002214,29.606157,0.001842,54.365509,0.000082,45.632568,0.000000,0.000023,99.998779,0.001198,0.000004,0.005736,0.000152,99.994108
LEMR,1846,07,04_S,0001,001,0.016819,48.463176,0.000129,51.519876,0.555872,40.966864,0.000000,58.477264,0.000000,0.541748,99.416521,0.041731,0.000006,0.002586,0.000000,99.997408
LEMR,1846,07,11,0003,003,0.930774,13.647532,0.014047,85.407647,0.021208,11.753580,2.203775,86.021437,0.000000,0.000000,100.000000,0.000000,0.000367,0.000047,0.008587,99.990998
LEMR,1846,07,11_S,0003,016,0.009767,41.695157,0.000219,58.294857,0.055948,75.779869,0.000000,24.164182,0.000000,0.000071,99.901261,0.098669,0.000002,0.005491,0.000000,99.994507
LEMR,1846,07,18_S,0002,004,0.123052,70.268576,0.002214,29.606157,2.523996,47.006770,0.292816,50.176417,0.000000,0.000000,100.000000,0.000000,0.000197,0.003512,0.006083,99.990208
LEMR,1846,07,25,0002,002,0.075996,64.293688,0.004001,35.626315,0.513507,34.919168,0.000051,64.567274,0.000000,0.000000,99.432503,0.567497,0.000006,0.004700,0.000024,99.995269
LEMR,1846,07,25,0003,003,0.053077,2.793182,0.000257,97.153485,0.000520,82.216387,0.000311,17.782782,0.000000,0.000013,99.636282,0.363706,0.000002,0.000377,0.000008,99.999613
LEMR,1846,07,25_S,0002,004,0.022527,73.086597,0.000383,26.890493,0.232044,67.132281,0.000002,32.635674,0.000000,0.003658,99.988570,0.007771,0.000002,0.002103,0.000001,99.997893
LEMR,1846,07,25_S,0003,007,46.723752,45.165849,0.289807,7.820592,65.350063,3.337127,1.563077,29.749732,0.000002,0.000000,99.999998,0.000000,26.334244,0.157584,0.317638,73.190534
LEMR,1846,08,01_S,0002,004,43.133023,0.001178,56.865560,0.000239,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000011,0.000000,99.999989,0.000000
LEMR,1846,08,08_S,0002,004,0.154839,98.269048,0.000842,1.575271,5.181937,2.723832,2.089116,90.005115,0.000000,0.000000,99.983741,0.016259,0.013290,0.277686,0.103579,99.605444
LEMR,1846,08,08_S,0003,009,0.476895,98.369695,0.010175,1.143234,0.368911,3.391305,0.000040,96.239744,0.000000,0.000005,99.998410,0.001585,0.015819,0.148367,0.001608,99.834206
LEMR,1846,08,15,0004,007,9.840262,89.777077,0.231996,0.150665,3.116140,96.882506,0.000000,0.001354,11.759744,88.240243,0.000000,0.000012,97.328797,2.421409,0.000931,0.248863
LEMR,1846,08,15_S,0004,013,45.010678,52.318794,0.288666,2.381862,0.654029,98.356983,0.000000,0.988988,85.120522,14.873134,0.000000,0.006344,43.322855,1.112234,0.001143,55.563768
LEMR,1846,08,15_S,0002,005,86.203860,0.306123,13.489548,0.000468,0.000317,0.004003,99.648028,0.347652,0.000000,0.000000,100.000000,0.000000,0.163688,0.028031,99.644682,0.163599
LEMR,1846,08,22,0008,028,59.296838,40.445683,0.256800,0.000679,0.173854,99.535580,0.000000,0.290566,98.649649,1.350344,0.000000,0.000006,8.270568,90.601096,0.000688,1.127648
LEMR,1846,08,22,0005,011,0.075996,64.293688,0.004001,35.626315,57.466833,7.099423,0.000000,35.433745,0.349581,95.353750,0.000000,4.296669,0.000237,0.001908,0.000001,99.997854
LEMR,1846,08,22_S,0002,003,0.721362,55.047350,0.025789,44.205499,0.000278,0.000551,0.004237,99.994934,0.001220,0.758157,99.060036,0.180588,0.000006,0.000042,0.006543,99.993409
LEMR,1846,08,29,0002,002,0.009767,41.695157,0.000219,58.294857,0.011223,3.138568,0.034249,96.815960,0.000000,0.000008,99.907177,0.092814,0.000000,0.000255,0.000079,99.999666
LEMR,1846,08,29,0001,001,0.159651,65.771182,0.004228,34.064939,90.584481,2.372224,0.000108,7.043187,0.000029,0.000007,0.253723,99.746242,0.004014,0.001673,0.000249,99.994064
LEMR,1846,08,29,0005,014,1.409495,36.198253,0.008716,62.383536,63.717751,14.850686,0.000000,21.431563,0.053538,98.913881,0.000000,1.032581,0.004794,0.000949,0.000011,99.994246
LEMR,1846,09,05,0006,016,94.807417,4.997968,0.147626,0.046989,0.034142,94.084469,0.000000,5.881388,0.013042,99.941500,0.000000,0.045457,0.051614,0.374336,0.000023,99.574027
LEMR,1846,09,05_S,0003,009,99.955327,0.014304,0.030368,0.000001,0.000037,0.000000,99.999963,0.000000,62.914008,0.001074,37.084912,0.000007,0.047323,0.000000,99.952664,0.000013
LEMR,1846,09,12,0001,001,0.047077,74.375046,0.000403,25.577475,0.299746,22.138391,0.000001,77.561861,0.000000,0.000002,99.299360,0.700638,0.000002,0.002607,0.000000,99.997391
LEMR,1846,09,12,0003,003,0.169109,8.115066,0.135745,91.580080,4.754242,1.423404,80.731971,13.090383,0.000000,0.000005,0.013189,99.986806,0.000206,0.000012,0.008291,99.991491
LEMR,1846,09,12,0006,022,0.105354,34.908870,0.002700,64.983076,99.012503,0.978197,0.000011,0.009289,0.066952,99.929541,0.000000,0.003506,0.125624,0.772211,0.001130,99.101035
LEMR,1846,09,12_S,0002,002,24.496707,75.198692,0.077164,0.227436,0.604113,89.626950,0.000000,9.768937,74.587300,25.394103,0.000000,0.018596,1.472226,0.398619,0.001213,98.127943
LEMR,1846,09,12_S,0001,001,0.123052,70.268576,0.002214,29.606157,0.175483,90.050148,2.725203,7.049166,0.000000,0.000088,99.785670,0.214241,0.000124,0.020601,0.074572,99.904704
LEMR,1846,09,19_S,0004,013,82.191827,7.524246,10.253842,0.030085,99.911099,0.003839,0.081325,0.003736,99.997682,0.002317,0.000000,0.000001,46.603659,0.030062,53.354852,0.011426
LEMR,1846,09,26,0001,001,1.116538,5.699837,0.026133,93.157491,0.543940,0.109433,0.003947,99.342680,0.000000,0.000000,99.773737,0.226263,0.000139,0.000018,0.000225,99.999619
LEMR,1846,09,26_S,0003,015,1.051910,17.577486,0.019393,81.351211,10.243943,89.189112,0.515427,0.051518,0.000007,0.000153,99.999228,0.000613,0.137653,0.041858,0.340531,99.479959
LEMR,1846,09,26_S,0001,005,55.294786,43.524132,1.170608,0.010474,6.261735,93.689505,0.000000,0.048761,55.660617,44.338913,0.000000,0.000470,84.696138,9.451199,0.002476,5.850187
LEMR,1846,10,03_S,0002,005,96.548221,3.400676,0.049749,0.001354,0.020361,98.001103,0.000000,1.978536,3.208298,96.791687,0.000000,0.000014,33.517309,53.159435,0.003254,13.320002
LEMR,1846,10,03_S,0003,011,1.026079,93.672277,0.003169,5.298475,0.925094,96.262108,0.000015,2.812783,88.660411,11.033804,0.166720,0.139065,0.048221,0.194914,0.004028,99.752837
LEMR,1846,10,17_S,0003,015,0.520504,86.454121,0.002304,13.023072,1.721991,59.653737,0.000020,38.624252,50.904320,13.178050,0.000000,35.917630,0.002256,0.021878,0.000663,99.975203
LEMR,1846,10,24_S,0001,001,99.631883,0.081782,0.286331,0.000004,0.017455,1.195060,98.782586,0.004899,0.000000,0.000000,100.000000,0.000000,44.600962,0.012629,55.385413,0.000996
LEMR,1846,10,31_S,0003,012,2.653452,90.172462,0.021326,7.152760,0.183507,64.920736,0.000000,34.895757,83.887322,13.715906,1.059325,1.337447,0.062919,0.027746,0.000014,99.909321
LEMR,1846,10,31_S,0002,011,22.641962,77.184231,0.082439,0.091369,1.891843,93.627996,0.000000,4.480161,92.661184,1.289210,0.000002,6.049604,26.943884,16.103666,0.024961,56.927490
LEMR,1846,11,07,0002,002,0.035735,50.141325,0.000137,49.822802,0.009186,91.786504,0.000000,8.204310,0.000000,0.000000,82.955384,17.044616,0.000003,0.006595,0.000000,99.993402
LEMR,1846,11,07,0006,017,0.016819,48.463176,0.000129,51.519876,0.007559,29.333227,0.000022,70.659192,0.000000,0.000205,56.674645,43.325150,0.000001,0.001564,0.000002,99.998433
LEMR,1846,11,07_S,0003,009,0.040859,86.045152,0.000074,13.913916,2.798617,14.287684,15.919311,66.994388,0.000003,0.008644,99.991321,0.000032,0.000268,0.004898,0.002801,99.992033
LEMR,1846,11,14,0001,001,0.095292,19.386234,0.000315,80.518159,0.003916,2.462409,0.000000,97.533675,0.000000,0.000088,87.994641,12.005271,0.000002,0.000145,0.000000,99.999853
LEMR,1846,11,14,0007,020,0.016819,48.463176,0.000129,51.519876,0.023571,78.505455,0.000000,21.470974,0.000000,0.001076,99.857692,0.141232,0.000002,0.005907,0.000000,99.994091
LEMR,1846,11,14_S,0002,004,0.020849,43.340679,0.000235,56.638238,0.000007,0.069151,0.000001,99.930841,0.000003,0.183124,76.862512,22.954362,0.000000,0.000073,0.000000,99.999927
LEMR,1846,11,14_S,0003,011,0.002794,6.850068,0.000827,93.146312,0.024098,1.339288,0.067201,98.569413,0.000000,0.000000,99.999576,0.000424,0.000001,0.000110,0.000262,99.999628
LEMR,1846,11,21,0003,003,0.526200,64.714134,0.125280,34.634386,0.006354,0.031653,7.784756,92.177237,0.000000,0.000828,99.520483,0.478689,0.000078,0.000520,0.220765,99.778637
LEMR,1846,11,21,0008,030,2.168623,47.797876,0.045628,49.987874,77.429309,22.563296,0.001246,0.006149,0.001137,0.001178,0.000003,99.997682,27.294912,3.150658,0.797581,68.756849
